in_id,brief_description,opened_at,closed_at,action,resolution,ai_l4,ai_l4_confidence,ai_l4_resolution_action,ai_l4_actionable,ai_l4_actionability_reason,ai_l4_rationale,category,subcategory,product,confidence_score,rationale,keywords_identified,self_resolved,root_cause_indicator
INC48726528,No Help Desk support needed: self-resolved,2026-03-03 09:32:17,2026-03-03 09:32:19,PC restarted while on break due to an update.,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.95,Incident explicitly states no Help Desk support needed and self-resolved; maps to ProcessInformational > OperationalEvents > User Self-Resolved.,"['self-resolved', 'No Help Desk support needed']",True,Unknown
INC48679180,Compass  - . Please direct this ticket to the Compass CCM Operations assignment group.. Thanks,2026-02-27 14:37:09,2026-03-02 23:39:55,"Hi, Could you please help to Update account name, Update Parent Account and create few accounts? This is part of the monthly reconciliation Compass x Master SNF Database. Attached 3 files, one for account names updates, one for parent account updates (note that there are accounts where the new parent account will be ""blank"") and one for account creation. Please direct this ticket to the Compass CCM Operations assignment group.. Thanks",Data loaded as requested.,,,,,,,ProcessInformational,,Informational Ticket,0.8,Request is to direct/route the ticket to the Compass CCM Operations group; no technical incident described.,"['Compass', 'CCM Operations', 'assignment group', 'route ticket']",False,Unknown
INC48708829,No Help Desk support needed: self-resolved,2026-03-02 12:58:31,2026-03-02 12:58:33,CALL DROPPED,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,1.0,Ticket explicitly states no help desk needed and self-resolved.,"['self-resolved', 'no help desk']",True,User_Error
INC48696132,No Help Desk support needed: self-resolved,2026-03-02 07:24:08,2026-03-02 07:24:10,"genesys issue , after I receive the call genesys automatically log off and caller cannot hear me tried calling her attention but cannot hear me done bts still the same",Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.95,Marked as self-resolved with no help desk needed.,"['self-resolved', 'no Help Desk support']",True,Unknown
INC48722030,"eHousecalls - unable to finalize assessment , DRE results not received",2026-03-03 07:16:21,2026-03-03 07:35:51,on the 25th i did a DRE camera assessment connected to wifi and get it uploaded the report still has not come in,emailed user DRE results and assisted user to finalize assessment,,,,,,,HealthcareSystems,User Training,Interface Engine,0.75,eHousecalls cannot finalize assessment because DRE results not received; suggests interface/data feed issue.,"['eHousecalls', 'unable to finalize', 'DRE results not received']",False,Data_Issue
INC48731776,No Help Desk support needed: self-resolved,2026-03-03 11:52:00,2026-03-03 11:52:03,lost  genesys connectivity- restarting,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.96,Explicitly self-resolved; no further help required.,"['self-resolved', 'no help desk support']",True,Unknown
INC48703853,No Help Desk support needed: self-resolved,2026-03-02 10:45:16,2026-03-02 10:45:19,dead air call,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Ticket explicitly states no help desk support needed and self-resolved.,"['self-resolved', 'No Help Desk support needed']",True,Unknown
INC48730842,No Help Desk support needed: self-resolved,2026-03-03 11:26:58,2026-03-03 11:27:00,system reboot,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Explicitly self-resolved; no support needed.,"['self-resolved', 'No Help Desk support needed']",True,Unknown
INC48721126,No Help Desk support needed : self-resolved,2026-03-03 06:16:32,2026-03-03 06:16:34,VPN connection,Self-Resolved Ticket Closed via IVR,,,,,,,ProcessInformational,,User Self-Resolved,0.96,Explicitly marked self-resolved; no help desk support needed.,"['self-resolved', 'no help desk support needed']",True,User_Error
INC48724465,Common Issues for New or Replacement Computers,2026-03-03 08:39:02,2026-03-03 09:22:35,Set up new device,MS Password Login assistance,,,,,,,ProcessInformational,User Training,Informational Ticket,0.75,"Same as incident 2: general information about new/replacement computers, not a failure.","['Common Issues', 'New or Replacement Computers', 'guidance']",False,Unknown
INC48636205,Informational - Submit a Ticket,2026-02-25 17:45:14,2026-03-02 04:31:38,SUBMIT A TICKET,"User not responded on email, hence moving ticket to withdrawn",,,,,,,ProcessInformational,,Informational Ticket,0.96,Ticket labeled 'Informational - Submit a Ticket' aligns to informational operational event.,"['Informational', 'Submit a Ticket']",False,Unknown
INC48699025,No Help Desk support needed : self-resolved,2026-03-02 08:45:56,2026-03-02 08:45:58,I had to restart my computer for an update but I want to I'm back on it and it's not letting me connect to my internet I'm having a hard time connecting to my internet that's the only reason why I'm still not,Self-Resolved Ticket Closed via IVR,,,,,,,ProcessInformational,,User Self-Resolved,0.95,Ticket states no help desk support needed and self-resolved.,"['self-resolved', 'no help desk']",True,User_Error
INC48734766,Missing Global group access,2026-03-03 13:20:32,2026-03-03 13:34:36,I need to access my outlook,connected via bomgar and requested access through secure,,,,,,,UserAccessAuthentication,User Training,Group Management,0.95,Missing global group access indicates AD group membership change is required.,"['Missing', 'Global group', 'access', 'group membership']",False,Configuration
INC48622526,Please put AR43 on hold,2026-02-25 09:51:10,2026-03-03 12:24:30,description: Please put AR43 on hold.  We will send an email to release the hold when month end completed.,AR43 placed then released from hold per request.,,,,,,,ProcessInformational,,Informational Ticket,0.6,"""Please put AR43 on hold"" appears to be an administrative/process request rather than a technical incident; best fit is Informational Ticket.","['put on hold', 'AR43']",False,Unknown
INC48740109,"Self-Service ticket: Information ticket only, no further support needed",2026-03-03 16:16:56,2026-03-03 16:16:56,"computer shut down

Product entered by customer:",Closed by Caller,,,,,,,ProcessInformational,,Informational Ticket,0.98,Ticket explicitly states it is informational only with no support needed.,"['Self-Service', 'Information ticket', 'no further support']",False,Unknown
INC48713025,No Help Desk support needed: self-resolved,2026-03-02 14:59:23,2026-03-02 14:59:25,CALL DROPPED,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Ticket states self-resolved; no support needed; matches User Self-Resolved informational event.,"['self-resolved', 'No Help Desk support needed']",True,Unknown
INC48735963,Tri Epic Beaker Team: Need new QC contacts for QC Material 408 and 409,2026-03-03 13:56:19,2026-03-03 14:56:10,"Crystal Run Healthcare (CRH)
Does this issue affect multiple users: Yes
Number of users affected: 
Tri Epic Beaker Team: Need new QC contacts for QC Material 408 and 409","The following QC Materials have new contacts created as ""evaluating"" status. Please review any changes of Mean and SD from previous lot as needed.  
-CRH RH FM PED LEAD CARE LEVEL 1 [408]
-CRH RH FM PED LEAD CARE LEVEL 2 [409]",configuration_change_applied,0.7,Created new Epic Beaker QC contacts for materials 408 and 409 (evaluating status).,True,Resolution involved updating system configuration (contact records).,"The request was to set up new QC contacts in Epic Beaker; the resolution confirms creation. This is a configuration update rather than a template or UMR benefit change, matching 'configuration_change_applied'.",HealthcareSystems,Application/Service,Epic,0.86,Epic Beaker team request maps to Epic under EHR/EMR in Healthcare Systems.,"['Epic', 'Beaker', 'QC contacts', 'QC Material 408', 'QC Material 409']",False,Configuration
INC48710720,No Help Desk support needed: self-resolved,2026-03-02 13:49:40,2026-03-02 13:49:42,laptop restart tools not working,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,1.0,Ticket explicitly states no help desk support needed; self-resolved.,"['self-resolved', 'No Help Desk support needed']",True,Unknown
INC48739230,No Help Desk support needed: self-resolved,2026-03-03 15:42:32,2026-03-03 15:42:35,LAPTOP FROST,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Self-resolved per description; classify as informational event: User Self-Resolved.,"['self-resolved', 'No Help Desk support needed']",True,Unknown
INC48721806,No Help Desk support needed: self-resolved,2026-03-03 07:06:43,2026-03-03 07:06:45,Headset wont unmute,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.99,Explicitly self-resolved; maps to OperationalEvents > User Self-Resolved.,"['self-resolved', 'No Help Desk support needed']",True,Unknown
INC48741076,No Help Desk support needed: self-resolved,2026-03-03 17:06:49,2026-03-03 17:06:51,PLEASE CREATE A TICKET FOR AUDIO ISSUE FOR DOCUMENTATION ONLY,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Marked self-resolved; aligns with OperationalEvents > User Self-Resolved.,['self-resolved'],True,Unknown
INC48724205,No Help Desk support needed: self-resolved,2026-03-03 08:31:30,2026-03-03 08:31:32,spire latency,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,No Help Desk support needed and self-resolved per description.,['self-resolved'],True,Unknown
INC48725185,Claims Processing Application - Claim in cpa is only editing to one review and not editing,2026-03-03 09:01:11,2026-03-03 11:26:00,Claim in cpa is only editing to one review and not editing to the rest of the reviews properly causing there to be a need for re-entry so that all reviews could edit properly,068273455 STL impacted by system issue in STL and ETX where not all claims applied all reviews for hospital claims. System issue has since  been resolved,,,,,,,Software,,Other,0.78,"Issue with Claims Processing Application editing functionality indicates an application behavior/bug rather than hardware or network; not a crash or hang, so categorized as ApplicationErrors > Other.","['Claims Processing Application', 'cpa', 'editing issue']",False,Software_Bug
INC48732256,No Help Desk support needed: self-resolved,2026-03-03 12:05:45,2026-03-03 12:05:46,Ghost call. Received a call with no valid response. Did opening spiel and ghost spiel 3 times. Ended the call. RTO - Alabang //Dead Air was reported for call: 7632743899,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Ticket explicitly states no help desk support needed and self-resolved.,"['self-resolved', 'No Help Desk support needed']",True,Unknown
INC48712603,No Help Desk support needed: self-resolved,2026-03-02 14:47:20,2026-03-02 14:47:22,Dead Air was reported for call: 8549001936,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Self-resolved ticket; categorized as informational operational event.,"['self-resolved', 'no Help Desk support needed']",True,Unknown
INC48741578,No Help Desk support needed: self-resolved,2026-03-03 17:50:07,2026-03-03 17:50:09,I was having trouble logging on to Genesys WWE and other work apps. I did a Hrad Reboot and I was able to log on the work apps.,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.95,"Ticket explicitly states no Help Desk support needed and self-resolved, which maps to ProcessInformational > OperationalEvents > User Self-Resolved.","['self-resolved', 'No Help Desk support needed']",True,Unknown
INC48730635,LHC Group Support Information,2026-03-03 11:21:19,2026-03-03 11:35:16,"I keep getting an e-mail that says, umm, you've not completed. You know that I have a task rather is it, It says FYI, reminder, task update and then, umm, I mean task. And then it'll tell me there's three items, a code of conduct and handbook acknowledgement, umm, and uh, a personal payment methods but and then there's a button in the e-mail or a link in the e-mail that says Act now and when I click on it, it goes to sign in to your Microsoft account or something but it never does it.",Advised user to contact local IT,m_and_a_lhc_support_guidance_or_routing,0.86,Advised user to contact LHC/local IT for support on LHC-related tasks/notifications.,True,Resolution involved providing LHC-specific support routing guidance.,The ticket is explicitly 'LHC Group Support Information' and the analyst advised to contact local IT. This aligns with M&A LHC support guidance/routing.,ProcessInformational,Application/Service,Informational Ticket,0.7,"""Support Information"" is an informational request, best mapped to ProcessInformational > OperationalEvents > Informational Ticket.","['LHC Group', 'Support Information', 'Informational']",False,Unknown
INC48725873,No Help Desk support needed: self-resolved,2026-03-03 09:19:53,2026-03-03 09:19:55,checked the account and verified // the access is  Deactivated due to Security Incident with a ticket number 	Incident Number: INC48714927 855-819-5909 opt 1 - OHID SUPPORT  // provided number referred to OHCID // the call got disconnected while on hold for a transfer  uuid: 00098199611772550480,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Marked as self-resolved; no help desk action required.,"['self-resolved', 'no help desk support']",True,Unknown
INC48697052,No Help Desk support needed: self-resolved,2026-03-02 07:54:26,2026-03-02 07:54:28,TICKT,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.95,Ticket explicitly states no help desk support needed and self-resolved.,"['self-resolved', 'no help desk support']",True,Unknown
INC48714940,No Help Desk support needed: self-resolved,2026-03-02 16:06:24,2026-03-02 16:06:27,CALLER SUDDENLY DROPPED THE CALL,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,1.0,Ticket explicitly states no help desk support needed and self-resolved.,"['self-resolved', 'no help desk support needed']",True,Unknown
INC48738002,No Help Desk support needed: self-resolved,2026-03-03 14:59:56,2026-03-03 14:59:58,"10:57AM HST, received call, said greeting, no response, said dead air script, closing, ended call",Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.99,Ticket states no Help Desk support needed and self-resolved.,"['self-resolved', 'no support needed']",True,Unknown
